b2_4 [ 0.00039518]
b1_52 [  4.81422119e-07]
b1_152 [ -7.53004357e-06]
b2_0 [-0.00083846]
b2_1 [ 0.00013503]
b2_2 [ 0.00034423]
b2_3 [ 0.00012362]
b2_4 [ 0.00034284]
b1_52 [  4.93702779e-07]
b1_152 [ -8.62579875e-06]
b2_0 [-0.00092769]
b2_1 [ 0.00015096]
b2_2 [ 0.00039385]
b2_3 [ 0.00017285]
b2_4 [ 0.00039251]
b1_52 [  5.89808540e-07]
b1_152 [ -8.32117124e-06]
b2_0 [-0.00094234]
b2_1 [ 0.00017809]
b2_2 [ 0.00038405]
b2_3 [ 0.00015143]
b2_4 [ 0.00038255]
b1_52 [  5.51957399e-07]
b1_152 [ -8.35613787e-06]
b2_0 [-0.00094839]
b2_1 [ 0.00017139]
b2_2 [ 0.00036284]
b2_3 [ 0.00014756]
b2_4 [ 0.00038672]
b1_52 [  5.77325035e-07]
b1_152 [ -8.37170957e-06]
b2_0 [-0.00094634]
b2_1 [ 0.00017082]
b2_2 [ 0.00038035]
b2_3 [ 0.0001357]
b2_4 [ 0.00037787]
b1_52 [  5.89243798e-07]
b1_152 [ -8.12824575e-06]
b2_0 [-0.00093582]
b2_1 [ 0.00016867]
b2_2 [ 0.00039375]
b2_3 [ 0.00010797]
b2_4 [ 0.00036948]
b1_52 [  5.93940452e-07]
b1_152 [ -8.11088589e-06]
b2_0 [-0.00095909]
b2_1 [ 0.00018446]
b2_2 [ 0.00039297]
b2_3 [ 0.00010714]
b2_4 [ 0.00036102]
b1_52 [  5.47887186e-07]
b1_152 [ -8.14032939e-06]
b2_0 [-0.00094582]
b2_1 [ 0.00019672]
b2_2 [ 0.00035294]
b2_3 [ 0.00010349]
b2_4 [ 0.00036991]
b1_52 [  6.82566879e-07]
b1_152 [ -7.75891091e-06]
b2_0 [-0.00095299]
b2_1 [ 0.0002451]
b2_2 [ 0.00036397]
b2_3 [ 0.00011596]
b2_4 [ 0.00034201]
b1_52 [  5.44513131e-07]
b1_152 [ -8.29178920e-06]
b2_0 [-0.00092938]
b2_1 [ 0.00020242]
b2_2 [ 0.00041183]
b2_3 [ 0.00010815]
b2_4 [ 0.00040082]
b1_52 [  5.88328829e-07]
b1_152 [ -7.92886360e-06]
b2_0 [-0.0009777]
b2_1 [ 0.00026428]
b2_2 [ 0.00029097]
b2_3 [ 0.00010323]
b2_4 [ 0.00032795]
b1_52 [  6.54411042e-07]
b1_152 [ -7.59964839e-06]
b2_0 [-0.00094558]
b2_1 [ 0.00024676]
b2_2 [ 0.00031872]
b2_3 [  9.73385163e-05]
b2_4 [ 0.00034329]
b1_52 [  7.01326956e-07]
b1_152 [ -7.67651305e-06]
b2_0 [-0.0009578]
b2_1 [ 0.00023936]
b2_2 [ 0.00035806]
b2_3 [ 0.0001106]
b2_4 [ 0.00032182]
b1_52 [  7.57736657e-07]
b1_152 [ -7.42973293e-06]
b2_0 [-0.00093718]
b2_1 [ 0.00025105]
b2_2 [ 0.00036205]
b2_3 [  7.28930979e-05]
b2_4 [ 0.00033593]
b1_52 [  7.29352473e-07]
b1_152 [ -7.75945461e-06]
b2_0 [-0.00095912]
b2_1 [ 0.00021983]
b2_2 [ 0.00039106]
b2_3 [  7.12466867e-05]
b2_4 [ 0.00037639]
b1_52 [  8.19839892e-07]
b1_152 [ -7.01830322e-06]
b2_0 [-0.00091035]
b2_1 [ 0.00024748]
b2_2 [ 0.00040985]
b2_3 [  2.41390365e-05]
b2_4 [ 0.00032546]
b1_52 [  7.80350269e-07]
b1_152 [ -7.97377058e-06]
b2_0 [-0.00100106]
b2_1 [ 0.00026824]
b2_2 [ 0.00044402]
b2_3 [  5.31682071e-05]
b2_4 [ 0.00038959]
b1_52 [  7.67629879e-07]
b1_152 [ -7.77537170e-06]
b2_0 [-0.0009949]
b2_1 [ 0.00026576]
b2_2 [ 0.0004436]
b2_3 [  3.72593495e-05]
b2_4 [ 0.0003898]
b1_52 [  8.03141486e-07]
b1_152 [ -7.61359339e-06]
b2_0 [-0.00098401]
b2_1 [ 0.00026248]
b2_2 [ 0.00044508]
b2_3 [  2.61736577e-05]
b2_4 [ 0.00038586]
b1_52 [  8.96157056e-07]
b1_152 [ -7.29459036e-06]
b2_0 [-0.00098279]
b2_1 [ 0.00025063]
b2_2 [ 0.00046832]
b2_3 [  4.23636417e-05]
b2_4 [ 0.00038173]
b1_52 [  8.52072118e-07]
b1_152 [ -7.46779153e-06]
b2_0 [-0.00098756]
b2_1 [ 0.00026061]
b2_2 [ 0.00046705]
b2_3 [  2.82738434e-05]
b2_4 [ 0.00039511]
b1_52 [  9.15799776e-07]
b1_152 [ -7.30141087e-06]
b2_0 [-0.00102214]
b2_1 [ 0.00027888]
b2_2 [ 0.00044778]
b2_3 [  3.11825923e-05]
b2_4 [ 0.00037617]
b1_52 [  8.48172081e-07]
b1_152 [ -7.58898741e-06]
b2_0 [-0.00096705]
b2_1 [ 0.00025305]
b2_2 [ 0.00049212]
b2_3 [  4.88307743e-05]
b2_4 [ 0.00036623]
b1_52 [  9.40383484e-07]
b1_152 [ -7.22053743e-06]
b2_0 [-0.00098819]
b2_1 [ 0.0002959]
b2_2 [ 0.00047603]
b2_3 [  8.49474961e-06]
b2_4 [ 0.00036504]
b1_52 [  9.38422584e-07]
b1_152 [ -6.85665341e-06]
b2_0 [-0.00096249]
b2_1 [ 0.00030531]
b2_2 [ 0.00045892]
b2_3 [  5.42161405e-06]
b2_4 [ 0.000357]
b1_52 [  9.59831943e-07]
b1_152 [ -7.44665039e-06]
b2_0 [-0.00104742]
b2_1 [ 0.00029623]
b2_2 [ 0.00049351]
b2_3 [  2.00216667e-05]
b2_4 [ 0.00040152]
b1_52 [  9.63727895e-07]
b1_152 [ -7.11749460e-06]
b2_0 [-0.00100723]
b2_1 [ 0.00032629]
b2_2 [ 0.00049445]
b2_3 [ -1.39619161e-05]
b2_4 [ 0.00039524]
b1_52 [  9.61034332e-07]
b1_152 [ -7.17496735e-06]
b2_0 [-0.00099125]
b2_1 [ 0.00029992]
b2_2 [ 0.00048744]
b2_3 [ -5.93593889e-06]
b2_4 [ 0.00039796]
b1_52 [  9.74364312e-07]
b1_152 [ -6.99248122e-06]
b2_0 [-0.00095811]
b2_1 [ 0.00029542]
b2_2 [ 0.00048645]
b2_3 [ -2.28180846e-05]
b2_4 [ 0.00038405]
b1_52 [  9.37875907e-07]
b1_152 [ -7.28388502e-06]
b2_0 [-0.00101787]
b2_1 [ 0.00032142]
b2_2 [ 0.00046599]
b2_3 [ -5.77774263e-06]
b2_4 [ 0.00041203]
b1_52 [  1.00485727e-06]
b1_152 [ -6.61168245e-06]
b2_0 [-0.00093629]
b2_1 [ 0.00029385]
b2_2 [ 0.00048667]
b2_3 [ -2.05222336e-05]
b2_4 [ 0.0003972]
b1_52 [  9.85854526e-07]
b1_152 [ -7.20887649e-06]
b2_0 [-0.00104068]
b2_1 [ 0.00030472]
